20000000, 1, 3.3881530000
20000000, 2, 2.5266487598
20000000, 3, 2.5537104607
20000000, 4, 2.0552630424
20000000, 5, 3.1091942787
20000000, 6, 3.1361465454
20000000, 7, 2.6982505322
20000000, 8, 2.4176855087
30000000, 1, 5.1513270000
30000000, 2, 3.7671763897
30000000, 3, 3.8571794033
30000000, 4, 2.9791483879
30000000, 5, 4.8307869434
30000000, 6, 4.8479194641
30000000, 7, 4.1691751480
30000000, 8, 3.6856632233
40000000, 1, 6.9413150000
40000000, 2, 5.1024279594
40000000, 3, 5.2083313465
40000000, 4, 4.0523355007
40000000, 5, 7.7634003162
40000000, 6, 6.5442485809
40000000, 7, 5.6249423027
40000000, 8, 5.0480506420
50000000, 1, 8.7221500000
50000000, 2, 6.4459283352
50000000, 3, 6.5640149117
50000000, 4, 5.0962877274
50000000, 5, 8.2757074833
50000000, 6, 8.2668957710
50000000, 7, 7.0775160789
50000000, 8, 6.3433821201
60000000, 1, 10.7205930000
60000000, 2, 7.8141705990
60000000, 3, 7.9707298279
60000000, 4, 6.1669692993
60000000, 5, 11.8613064289
60000000, 6, 9.5511248112
60000000, 7, 8.6343054771
60000000, 8, 7.6420817375
70000000, 1, 12.6268470000
70000000, 2, 9.2127435207
70000000, 3, 9.3950204849
70000000, 4, 7.2905843258
70000000, 5, 11.6760153770
70000000, 6, 11.7806165218
70000000, 7, 10.3407804966
70000000, 8, 9.4719774723
