0, 1, 0.0019403219
0, 2, 0.0042951107
0, 3, 0.0060403824
0, 4, 0.0064644337
0, 5, 0.0070298672
0, 6, 0.0102442741
0, 7, 0.0105541706
0, 8, 0.0132138014
16, 1, 0.0112061977
16, 2, 0.0094804287
16, 3, 0.0105356932
16, 4, 0.0100550652
16, 5, 0.0116108418
16, 6, 0.0146339655
16, 7, 0.0147285938
16, 8, 0.0149188280
32, 1, 0.0380040646
32, 2, 0.0234399796
32, 3, 0.0205880165
32, 4, 0.0171686411
32, 5, 0.0209071875
32, 6, 0.0227483273
32, 7, 0.0217101574
32, 8, 0.0216458559
64, 1, 0.1540113688
64, 2, 0.0822282791
64, 3, 0.0590528250
64, 4, 0.0476510763
64, 5, 0.0583442688
64, 6, 0.0553880930
64, 7, 0.0487401485
64, 8, 0.0457154512
128, 1, 0.5901448011
128, 2, 0.3035743237
128, 3, 0.2118157625
128, 4, 0.1632952690
128, 5, 0.2086839676
128, 6, 0.1780360460
128, 7, 0.1599599123
128, 8, 0.1417247295
256, 1, 2.3264776707
256, 2, 1.1859556198
256, 3, 0.8022733927
256, 4, 0.6128410816
256, 5, 0.8017469406
256, 6, 0.6734985352
256, 7, 0.5857872486
256, 8, 0.5171170950
512, 1, 9.6472179413
512, 2, 4.8650300503
512, 3, 3.2866389751
512, 4, 2.4969814062
512, 5, 3.2000578165
512, 6, 2.6888191223
512, 7, 2.3117816210
512, 8, 2.0650017500
1024, 1, 38.6095278263
1024, 2, 19.4486928701
1024, 3, 13.0749574184
1024, 4, 9.9346256256
1024, 5, 12.7611888170
1024, 6, 10.6618304729
1024, 7, 9.2008551121
1024, 8, 8.3075515985
