300, 1, 0.0076020000
300, 2, 0.0037577152
300, 3, 0.0025474072
300, 4, 0.0026354074
300, 5, 0.0021425724
300, 6, 0.0017954826
300, 7, 0.0015533447
300, 8, 0.0013842106
300, 2, 0.0020492077
300, 3, 0.0009994507
300, 4, 0.0010900497
300, 5, 0.0009818077
300, 6, 0.0009877682
300, 7, 0.0007619858
300, 8, 0.0007688999
500, 1, 0.0207790000
500, 2, 0.0103161097
500, 3, 0.0069697380
500, 4, 0.0053833485
500, 5, 0.0059316158
500, 6, 0.0050043344
500, 7, 0.0043381929
500, 8, 0.0037705898
500, 2, 0.0055732727
500, 3, 0.0028057098
500, 4, 0.0029726028
500, 5, 0.0027165413
500, 6, 0.0027585030
500, 7, 0.0021011829
500, 8, 0.0021078587
700, 1, 0.0400450000
700, 2, 0.0202760696
700, 3, 0.0136840582
700, 4, 0.0103805780
700, 5, 0.0115735292
700, 6, 0.0097541094
700, 7, 0.0083625555
700, 8, 0.0073569536
700, 2, 0.0107054710
700, 3, 0.0053765774
700, 4, 0.0057978630
700, 5, 0.0052342415
700, 6, 0.0053217411
700, 7, 0.0040154457
700, 8, 0.0040757656
900, 1, 0.0659900000
900, 2, 0.0339907169
900, 3, 0.0224661350
900, 4, 0.0174546242
900, 5, 0.0191040039
900, 6, 0.0161445141
900, 7, 0.0138232231
900, 8, 0.0122654438
900, 2, 0.0176072121
900, 3, 0.0088305473
900, 4, 0.0128667355
900, 5, 0.0086350441
900, 6, 0.0088179111
900, 7, 0.0066595078
900, 8, 0.0067336559
1100, 1, 0.0979780000
1100, 2, 0.0502174139
1100, 3, 0.0334302425
1100, 4, 0.0265779257
1100, 5, 0.0285210133
1100, 6, 0.0241925001
1100, 7, 0.0205426931
1100, 8, 0.0181740284
1100, 2, 0.0320439339
1100, 3, 0.0132489204
1100, 4, 0.0142667294
1100, 5, 0.0128154755
1100, 6, 0.0130453110
1100, 7, 0.0098898411
1100, 8, 0.0100004673
1300, 1, 0.1371210000
1300, 2, 0.0698467970
1300, 3, 0.0470833302
1300, 4, 0.0368087530
1300, 5, 0.0403742313
1300, 6, 0.0336222649
1300, 7, 0.0287503004
1300, 8, 0.0258902073
1300, 2, 0.0402386189
1300, 3, 0.0204675198
1300, 4, 0.0199346542
1300, 5, 0.0172314644
1300, 6, 0.0182664394
1300, 7, 0.0141394138
1300, 8, 0.0150728226
1500, 1, 0.1873490000
1500, 2, 0.0984430313
1500, 3, 0.0637895346
1500, 4, 0.0477521181
1500, 5, 0.0533975840
1500, 6, 0.0444097757
1500, 7, 0.0384169579
1500, 8, 0.0337233782
1500, 2, 0.0488581657
1500, 3, 0.0239784718
1500, 4, 0.0332849026
1500, 5, 0.0233290195
1500, 6, 0.0242278576
1500, 7, 0.0183961391
1500, 8, 0.0185065269
1700, 1, 0.2338540000
1700, 2, 0.1196306705
1700, 3, 0.0818611622
1700, 4, 0.0612316608
1700, 5, 0.0680748940
1700, 6, 0.0569764137
1700, 7, 0.0491728306
1700, 8, 0.0432516098
1700, 2, 0.0627312660
1700, 3, 0.0316407681
1700, 4, 0.0337083340
1700, 5, 0.0298974514
1700, 6, 0.0311560631
1700, 7, 0.0233719349
1700, 8, 0.0236349106
1900, 1, 0.3069210000
1900, 2, 0.1501177073
1900, 3, 0.1000916719
1900, 4, 0.0766606569
1900, 5, 0.0858389854
1900, 6, 0.0714174509
1900, 7, 0.0613654613
1900, 8, 0.0537591696
1900, 2, 0.0785238743
1900, 3, 0.0390639305
1900, 4, 0.0423746109
1900, 5, 0.0393166542
1900, 6, 0.0388600826
1900, 7, 0.0292665958
1900, 8, 0.0294597149
2100, 1, 0.3567150000
2100, 2, 0.1827086926
2100, 3, 0.1215193033
2100, 4, 0.0951283932
2100, 5, 0.1044646978
2100, 6, 0.0875887632
2100, 7, 0.0746292114
2100, 8, 0.0659684420
2100, 2, 0.0972931385
2100, 3, 0.0479316711
2100, 4, 0.0515434742
2100, 5, 0.0465557575
2100, 6, 0.0475864410
2100, 7, 0.0359408855
2100, 8, 0.0364370346
